id;name;link;specialization;films_years;description;path_to_folder
10101;Адам Аркин;https://www.kinopoisk.ru/name/11757;Актер,Режиссер,Продюсер,Сценарист;173, 1968 — 2024;Доктор,Правила съема: Метод Хитча,Предложение,Сыны анархии,Наследники,Достать коротышку,Правосудие;actors_usa/10101
2618;АрДжей Сайлер;https://www.kinopoisk.ru/name/3437777;Актер,Продюсер;29, 2013 — 2023;Я, Эрл и умирающая девушка,Завучи;actors_usa/2618
15098;Дин Норрис;https://www.kinopoisk.ru/name/1522;Актер,Продюсер;195, 1985 — 2024;Помнить,Книга Генри,Терминатор 2: Судный день,Гаттака,Смертельное оружие 2,Во все тяжкие,Притворство,Во все тяжкие: Мини-эпизоды,Сыны свободы,Новая жизнь;actors_usa/15098
33820;Шейн Блэр;https://www.kinopoisk.ru/name/4377042;Актриса;6, 2003 — 2016;;actors_usa/33820
56570;Джули Кавнер;https://www.kinopoisk.ru/name/8813;Актриса;83, 1969 — 2022;Пробуждение,Эпоха радио,Ханна и её сестры,Разбирая Гарри,Клик: С пультом по жизни,Такси,Вечернее шоу с Дэвидом Леттерманом,Симпсоны,Гриффины;actors_usa/56570
48851;Заша Мэмет;https://www.kinopoisk.ru/name/539579;Актриса,Продюсер;69, 1989 — 2024;Девочки,Бортпроводница,Безумцы,Отряд «Антитеррор»,Родители;actors_usa/48851
20295;Фрэнки Муниз;https://www.kinopoisk.ru/name/7937;Актер,Продюсер,Сценарист;113, 1987 — 2024;Мой пёс Скип,Малкольм в центре внимания,Новичок,Харли Квинн,Мыслить как преступник,Новый Амстердам;actors_usa/20295
7604;Дианна Агрон;https://www.kinopoisk.ru/name/1133840;Актриса,Продюсер,Режиссер,Сценарист,Художник;84, 1987 — 2023;Хор. Живой концерт в 3D,Бурлеск,Ральф против интернета,Хор,Вероника Марс,Биография,Герои,Акула;actors_usa/7604
17734;Марк Пеллегрино;https://www.kinopoisk.ru/name/31813;Актер,Продюсер;145, 1984 — 2024;Малхолланд Драйв,Замок и ключ,Малхолланд Драйв,Большой Лебовски,Смертельное оружие 3,Сверхъестественное,Быть человеком,Побег,Декстер,Секретные материалы;actors_usa/17734
37578;Патрик-Йан Полк;https://www.kinopoisk.ru/name/17309;Сценарист,Продюсер,Режиссер,Актер,Монтажер,Композитор;16, 1997 — 2023;Шпана 2,Долина соблазна;actors_usa/37578
28035;Пенелопа Энн Миллер;https://www.kinopoisk.ru/name/9866;Актриса;130, 1971 — 2023;Пробуждение,Путь Карлито,Артист,Привет, Джули!,Тень,Отчаянные домохозяйки,Мыслить как преступник,Тайны Ниро Вульфа,Последний дон,CSI: Место преступления Нью-Йорк;actors_usa/28035
5056;Боб Балабан;https://www.kinopoisk.ru/name/20092;Актер,Режиссер,Продюсер,Сценарист;184, 1968 — 2023;Разбирая Гарри,Близкие контакты третьей степени,Консьерж,Мексиканец,Бернард и Дорис,Город свингеров,Город сверхъестественного. Индиана,Сумеречная зона,Кондор,Удивительные истории;actors_usa/5056
44964;Бен Газзара;https://www.kinopoisk.ru/name/12888;Актер,Режиссер,Сценарист;186, 1947 — 2019;Догвилль,Премьера,Коломбо: Настоящий друг,Коломбо: Смерть в океане,Баффало 66,Коломбо,Закон и порядок. Специальный корпус;actors_usa/44964
41398;Ариана Ричардс;https://www.kinopoisk.ru/name/74964;Актриса;35, 1985 — 2017;Парк Юрского периода,Дрожь земли,Парк Юрского периода 2: Затерянный мир,Парень познает мир;actors_usa/41398
30879;Ричард Линч;https://www.kinopoisk.ru/name/46326;Актер,Продюсер;169, 1968 — 2019;Пугало,Звездный путь: Следующее поколение,Команда «А»,Клиент всегда мертв,Зачарованные,Воздушный волк;actors_usa/30879
22846;Пенелопа Вудс;https://www.kinopoisk.ru/name/6544752;Актриса;8, 2001 — 2018;;actors_usa/22846
12641;Миша Коллинз;https://www.kinopoisk.ru/name/22285;Актер,Режиссер,Сценарист,Продюсер;49, 1993 — 2023;Прерванная жизнь,Сверхъестественное,Скорая помощь,Морская полиция: Спецотдел,24 часа,C.S.I. Место преступления;actors_usa/12641
25602;Патриша Нил;https://www.kinopoisk.ru/name/23801;Актриса;124, 1947 — 2016;Завтрак у Тиффани,На Западном фронте без перемен,Лицо в толпе,Хад,Источник,Хейди,Биография;actors_usa/25602
10105;Шаннин Соссамон;https://www.kinopoisk.ru/name/30776;Актриса,Режиссер,Сценарист;52, 1995 — 2022;История рыцаря,Самоубийцы: История любви,Отпуск по обмену,Поцелуй на вылет,Лунный свет,Как это делается в Америке,Закон и порядок. Специальный корпус,Любовницы,Желтая пресса;actors_usa/10105
52617;Кристофер Лэндон;https://www.kinopoisk.ru/name/9461;Сценарист,Продюсер,Режиссер;29, 1996 — 2023;Паранойя,Грязные мокрые деньги;actors_usa/52617
2619;Ан Ли;https://www.kinopoisk.ru/name/6270148;Актриса;1, 2015 — 2015;;actors_usa/2619
250;Мартин Болсам;https://www.kinopoisk.ru/name/81064;Актер;192, 1944 — 2022;12 разгневанных мужчин,Психо,Завтрак у Тиффани,Убийство в Восточном экспрессе,Признание комиссара полиции прокурору республики,Спрут 2,Сумеречная зона,Океан,Альфред Хичкок представляет,Сумеречная зона;actors_usa/250
33821;Джоанна Кэссиди;https://www.kinopoisk.ru/name/3758;Актриса,Продюсер;192, 1960 — 2022;Кто подставил кролика Роджера,Дом там, где сердце,Честная куртизанка,Бегущий по лезвию,Следствие по телу,Отчаянные домохозяйки,Мыслить как преступник,Любовь вдовца,Кости;actors_usa/33821
15112;Андреа Наведо;https://www.kinopoisk.ru/name/43672;Актриса,Режиссер,Продюсер;47, 1990 — 2023;Помни меня,Человек-паук: Паутина вселенных,Белый воротничок,Миллион мелочей,Хорошая борьба,Как это делается в Америке,Оставленные;actors_usa/15112
56574;Доминик ЛаРовер;https://www.kinopoisk.ru/name/3816460;Оператор,Монтажер;4, 2015 — 2021;;actors_usa/56574
48855;Тодд Тетро;https://www.kinopoisk.ru/name/1696083;Актер,Продюсер,Режиссер;31, 1996 — 2022;;actors_usa/48855
7605;Джеймс Мэтерс;https://www.kinopoisk.ru/name/459838;Оператор,Актер,Режиссер,Продюсер;75, 1960 — 2024;Как Брюс Ли изменил мир,Моя жена меня приворожила;actors_usa/7605
17741;Кэмерон Канела;https://www.kinopoisk.ru/name/5026914;Актриса;4, 2014 — 2018;;actors_usa/17741
37596;Маниш Дайал;https://www.kinopoisk.ru/name/1090966;Актер,Режиссер,Сценарист,Продюсер;38, 1999 — 2022;Пряности и страсти,Никогда не говори «Прощай»,Восхождение,Ординатор,Хорошая жена,Остановись и гори,C.S.I. Место преступления,Сбежавшая работа;actors_usa/37596
28052;Ноториус Биг;https://www.kinopoisk.ru/name/45407;Актер,Композитор,Сценарист;68, 1994 — 2022;;actors_usa/28052
20297;Джо Адлер;https://www.kinopoisk.ru/name/2218580;Актер;34, 2000 — 2023;За пивом!,Менталист,Бесстыжие,Новичок,Американская семейка,Анатомия страсти;actors_usa/20297
41417;Хейли Киёко;https://www.kinopoisk.ru/name/1634325;Актриса,Режиссер,Сценарист,Композитор;51, 2004 — 2022;Лимонадный рот,Дневники вампира,Фостеры,Белая ворона;actors_usa/41417
44970;Роб Б.;https://www.kinopoisk.ru/name/1810255;;1;;actors_usa/44970
30890;Карли Монтана;https://www.kinopoisk.ru/name/1245476;Актриса;112, 2003 — 2023;Саша Грей супершлюха;actors_usa/30890
12645;Трой Гентри;https://www.kinopoisk.ru/name/1233170;Актер;9, 2004 — 2005;;actors_usa/12645
22848;Анна Акана;https://www.kinopoisk.ru/name/2396119;Актриса,Режиссер,Продюсер,Сценарист,Монтажер;87, 2009 — 2023;Человек-муравей,Красота внутри,Корпорация,Амфибия,Адам портит всё,Миллион мелочей;actors_usa/22848
10115;Сара Кэтрин Баккер;https://www.kinopoisk.ru/name/546502;Актриса;8, 1990 — 2020;Закон и порядок;actors_usa/10115
25618;Том Ирвин;https://www.kinopoisk.ru/name/22243;Актер;80, 1986 — 2022;Марли и я,21 грамм,Успеть до полуночи,По половому признаку,Моя так называемая жизнь,Коварные горничные,Анатомия страсти,Скорая помощь,Мыслить как преступник;actors_usa/25618
5066;Софи Уотсон;https://www.kinopoisk.ru/name/1610827;Актриса,Сценарист,Продюсер;14, 2003 — 2018;Джимми Киммел в прямом эфире,До смерти красива,Нэшвилл;actors_usa/5066
52634;Скотт Фрэнк;https://www.kinopoisk.ru/name/38369;Сценарист,Продюсер,Режиссер,Актер;42, 1988 — 2024;Марли и я,Особое мнение,Логан,Достать коротышку,Ход королевы,Забытые Богом,Месье Спейд,Бесстыжие,Чудесные годы;actors_usa/52634
2637;Эми Гаменик;https://www.kinopoisk.ru/name/1657861;Актриса;31, 2002 — 2021;Как я встретил вашу маму,Сверхъестественное,Анатомия страсти,Университет,Касл;actors_usa/2637
33860;Джей Зи;https://www.kinopoisk.ru/name/19304;Актер,Композитор,Продюсер,Сценарист,Режиссер;250, 1990 — 2023;Великий Гэтсби,Заплатить сполна,Женщины движения;actors_usa/33860
56575;Джулиан Уолкер;https://www.kinopoisk.ru/name/1473457;Актер,Продюсер;14, 2000 — 2017;Студия 30;actors_usa/56575
253;Джейк Джилленхол;https://www.kinopoisk.ru/name/22692;Актер,Продюсер;193, 1991 — 2025;Октябрьское небо,Переводчик,Пленницы,Исходный код,Патруль,Убойный отдел;actors_usa/253
48863;Коуди Мэттью Блаймайр;https://www.kinopoisk.ru/name/1183350;Актер,Сценарист;19, 2006 — 2019;;actors_usa/48863
15116;Сет Грин;https://www.kinopoisk.ru/name/21930;Актер,Продюсер,Режиссер,Сценарист;315, 1975 — 2024;Ограбление по-итальянски,Эпоха радио,Робоцып: Звездные войны. Эпизод III,Любовь нельзя купить,Клубная мания,Скрестив мечи,Оно,Как я встретил вашу маму,Симпсоны,Чудесные годы;actors_usa/15116
7621;Кейт Босворт;https://www.kinopoisk.ru/name/10141;Актриса,Продюсер;103, 1998 — 2024;Двадцать одно,Всё ещё Элис,У моря,Вспоминая Титанов,Заклинатель лошадей,Молодые американцы;actors_usa/7621
17751;Хейли Хадсон;https://www.kinopoisk.ru/name/29930;Актриса;22, 2001 — 2018;Марли и я,Чумовая пятница,Менталист,Дурман,Говорящая с призраками;actors_usa/17751
37614;Бернисе Клер;https://www.kinopoisk.ru/name/364969;Актриса;13, 1930 — 1938;;actors_usa/37614
28053;Рубен Стаддард;https://www.kinopoisk.ru/name/223241;Актер;60, 2001 — 2023;8 простых правил для друга моей дочери-подростка;actors_usa/28053
20314;Тараджи П. Хенсон;https://www.kinopoisk.ru/name/4052;Актриса,Продюсер,Режиссер;168, 1975 — 2024;Загадочная история Бенджамина Баттона,Скрытые фигуры,Лучшие враги,Суета и движение,Каратэ-пацан,В поле зрения,Империя,Доктор Хаус,Saturday Night Live,Скорая помощь;actors_usa/20314
41422;James Bonadio;https://www.kinopoisk.ru/name/224187;Актер;3, 2001 — 2006;;actors_usa/41422
30891;Джон Уэйн;https://www.kinopoisk.ru/name/47581;Актер,Продюсер,Режиссер;350, 1926 — 2023;Рио Браво,Дилижанс,Человек, который застрелил Либерти Вэланса,Красная река,Эльдорадо,Я люблю Люси;actors_usa/30891
44984;Питер Хайамс;https://www.kinopoisk.ru/name/23651;Режиссер,Оператор,Сценарист,Продюсер;42, 1971 — 2022;Козерог один,Удивительные истории;actors_usa/44984
22862;Сейшелл Гэбриел;https://www.kinopoisk.ru/name/1481896;Актриса;24, 2005 — 2023;Анатомия страсти,Достать коротышку,Реванш,Дейзи Джонс и The Six,Дурман;actors_usa/22862
25624;Джо Кинэн;https://www.kinopoisk.ru/name/101923;Сценарист,Продюсер;15, 1989 — 2019;Почему женщины убивают,Фрейзер,Отчаянные домохозяйки,Хор,Красотки в Кливленде;actors_usa/25624
12650;Рафаэль Сбардж;https://www.kinopoisk.ru/name/49048;Актер,Режиссер,Продюсер,Сценарист;182, 1964 — 2023;Когда смолкли выстрелы,Перл-Харбор,День независимости,Послание в бутылке,Рискованный бизнес,Однажды в сказке,Защитник,Побег,Лучше звоните Солу,Новичок;actors_usa/12650
5067;Даг Пурселл;https://www.kinopoisk.ru/name/1018935;Актер;12, 1997 — 2011;Тринадцать друзей Оушена;actors_usa/5067
10119;Ник Бакай;https://www.kinopoisk.ru/name/95191;Актер,Сценарист,Продюсер,Режиссер;51, 1985 — 2024;Метод Комински,Долго и счастливо,Детство Шелдона,Шоу 70−х,Сайнфелд;actors_usa/10119
52653;Анна Левайн;https://www.kinopoisk.ru/name/18526;Актриса;57, 1969 — 2012;Сью,Капли дождя на раскаленных скалах,Ворон,Непрощенный,Настоящая любовь;actors_usa/52653
2638;Логан Лерман;https://www.kinopoisk.ru/name/7418;Актер,Продюсер;67, 2000 — 2024;Поезд на Юму,Хорошо быть тихоней,Ярость,Роковое число 23,Исчезновение Сидни Холла;actors_usa/2638
33876;Мэттью Харрисон;https://www.kinopoisk.ru/name/80000;Режиссер,Продюсер,Сценарист,Актер,Монтажер;33, 1985 — 2017;Лучшие,Секс в большом городе;actors_usa/33876
56591;Доминик Гарсиа-Лоридо;https://www.kinopoisk.ru/name/95313;Актриса;19, 1995 — 2019;Сити-Айленд,Город мечты,Мистер Робот,Голубая кровь;actors_usa/56591
48870;Кимми Робертсон;https://www.kinopoisk.ru/name/21372;Актриса;74, 1977 — 2022;Твин Пикс: Вырезанные сцены,Твин Пикс: Сквозь огонь,Красавица и чудовище,Твин Пикс,Твин Пикс,Скорая помощь,Саутленд,Байки из склепа;actors_usa/48870
272;Алек Прайс;https://www.kinopoisk.ru/name/6532734;Актер;1, 2021 — 2021;;actors_usa/272
15136;Тиа Ханникат;https://www.kinopoisk.ru/name/157;Актриса;7, 1996 — 2010;Отряд «Антитеррор»,Детектив Нэш Бриджес;actors_usa/15136
7622;Кевин О. Ранкин;https://www.kinopoisk.ru/name/29959;Актер,Продюсер;63, 1990 — 2022;Далласский клуб покупателей,Любой ценой,El Camino: Во все тяжкие,Дикая,Планета обезьян: Революция,Травма,Помнить всё,Во все тяжкие,Анатомия страсти,Остаться в живых;actors_usa/7622
17754;Стив МакКуин;https://www.kinopoisk.ru/name/169348;Актер,Продюсер,Сценарист;94, 1948 — 2020;Мотылек,Великолепная семерка,Побег,Цинциннати Кид,Большой побег,Альфред Хичкок представляет;actors_usa/17754
37615;Констанс Зиммер;https://www.kinopoisk.ru/name/26766;Актриса,Режиссер,Продюсер;121, 1989 — 2023;Без чувств,Когда смолкли выстрелы,Нереальный холостяк,Любовь кусается,Бесстыжие,Конь БоДжек,Карточный домик;actors_usa/37615
41438;Френч Стюарт;https://www.kinopoisk.ru/name/26634;Актер,Продюсер;144, 1965 — 2023;Звездные врата,Покидая Лас-Вегас,Дрянные старушки,Третья планета от Солнца,Касл,Сообщество,Шоу 70−х,Кости;actors_usa/41438
30894;Тим Данн;https://www.kinopoisk.ru/name/1374089;Актер;1, 2000 — 2000;;actors_usa/30894
44988;Обри Линеа Шор;https://www.kinopoisk.ru/name/3368286;Актриса;7, 2012 — 2018;;actors_usa/44988
20316;Майкл Тодд;https://www.kinopoisk.ru/name/203805;Продюсер,Актер;14, 1950 — 2010;Вокруг Света за 80 дней;actors_usa/20316
12662;Джош Келли;https://www.kinopoisk.ru/name/627715;Актер,Композитор;18, 2001 — 2021;;actors_usa/12662
22863;070 Shake;https://www.kinopoisk.ru/name/5349217;Актриса,Композитор;11, 2019 — 2022;Энтергалактик;actors_usa/22863
25628;Хамфри Богарт;https://www.kinopoisk.ru/name/74860;Актер,Продюсер;174, 1928 — 2025;Касабланка,Сокровища Сьерра Мадре,Сабрина,Ревущие двадцатые, или Судьба солдата в Америке,Ангелы с грязными лицами;actors_usa/25628
10127;Джосс Уидон;https://www.kinopoisk.ru/name/178;Сценарист,Продюсер,Режиссер,Актер,Композитор,Монтажер;82, 1988 — 2021;История игрушек,Мстители,Атлантида: Затерянный мир,Титан: После гибели Земли,Мстители: Эра Альтрона,Светлячок,Ангел,Кукольный дом,Невероятные,Агенты «Щ.И.Т.»;actors_usa/10127
52655;Леон Юрис;https://www.kinopoisk.ru/name/189331;Сценарист,Продюсер;10, 1955 — 1974;;actors_usa/52655
5076;Алисса Милано;https://www.kinopoisk.ru/name/32002;Актриса,Продюсер,Сценарист;177, 1984 — 2023;Воскресенья у Тиффани,Страх,Крутая Пэт,Коммандос,Леди и бродяга 2: Приключения Шалуна,Зачарованные,Любовницы,Анатомия страсти,Касл,Остров фантазий;actors_usa/5076
2647;Эндрю Рэмминг;https://www.kinopoisk.ru/name/2694813;Актер;2, 2010 — 2014;;actors_usa/2647
56612;Джанет Джексон;https://www.kinopoisk.ru/name/54804;Актриса,Композитор,Сценарист,Продюсер;209, 1974 — 2022;Песни о любви,Майкл Джексон: Лучшие клипы — История,Saturday Night Live,Уилл и Грейс;actors_usa/56612
15137;Брайан Краузе;https://www.kinopoisk.ru/name/60353;Актер,Продюсер,Режиссер,Сценарист;126, 1984 — 2024;Зачарованные,Касл,Безумцы,Байки из склепа,Ищейка;actors_usa/15137
33897;Эндрю Виллетт;https://www.kinopoisk.ru/name/1416981;Актер;1, 2004 — 2004;;actors_usa/33897
48906;Алектра;https://www.kinopoisk.ru/name/1245155;Актриса;139, 2000 — 2016;;actors_usa/48906
277;Мэттью Макконахи;https://www.kinopoisk.ru/name/797;Актер,Продюсер,Режиссер,Сценарист;239, 1987 — 2024;Интерстеллар,Джентльмены,Контакт,Далласский клуб покупателей,Линкольн для адвоката,Настоящий детектив,Секс в большом городе,На дне;actors_usa/277
7637;Махершала Али;https://www.kinopoisk.ru/name/542248;Актер,Продюсер;91, 1993 — 2025;Зеленая книга,Алита: Боевой ангел,Невиновный,Загадочная история Бенджамина Баттона,Скрытые фигуры,Настоящий детектив,Карточный домик,Четыре тысячи четыреста,Расследование Джордан,Обмани меня;actors_usa/7637
17771;Шамеик Мур;https://www.kinopoisk.ru/name/2378404;Актер;32, 2006 — 2024;Человек-паук: Паутина вселенных,Человек-паук: Через вселенные,Wu-Tang: Американская сага,Отжиг;actors_usa/17771
28055;Эрни Хадсон;https://www.kinopoisk.ru/name/7838;Актер,Продюсер,Сценарист;296, 1974 — 2024;Триумф: История Рона Кларка,Ворон,Дневник баскетболиста,Цена искупления,Рука, качающая колыбель,Тюрьма «ОZ»,Трансформеры: Прайм,Как я встретил вашу маму,Американская семейка,Анатомия страсти;actors_usa/28055
37648;Бен Фельдман;https://www.kinopoisk.ru/name/47563;Актер,Режиссер,Продюсер;61, 2000 — 2024;До смерти красива,Силиконовая долина,Безумцы,C.S.I. Место преступления,Лас Вегас;actors_usa/37648
41456;Пэт Морита;https://www.kinopoisk.ru/name/34612;Актер,Сценарист;200, 1964 — 2021;Парень-каратист,Коломбо: Этюд в черном,Мулан,Чёртова служба в госпитале Мэш,Зеленые просторы,Коломбо,За гранью возможного,Парень познает мир;actors_usa/41456
30898;Кайли Кёрран;https://www.kinopoisk.ru/name/4237803;Актриса;10, 2017 — 2023;Доктор Сон,Тайны Салфер-Спрингс,Падение дома Ашеров;actors_usa/30898
45017;Томми Хелерингер;https://www.kinopoisk.ru/name/1842531;Актер;8, 2009 — 2019;;actors_usa/45017
20332;МакДжи;https://www.kinopoisk.ru/name/32683;Продюсер,Режиссер,Актер,Сценарист;104, 1995 — 2024;Мы — одна команда,Значит, война,Прежде чем мы расстанемся,Сверхъестественное,О.С. — Одинокие сердца,Чак,Живая мишень,Никита;actors_usa/20332
12669;Расс Майер;https://www.kinopoisk.ru/name/144901;Режиссер,Оператор,Продюсер,Сценарист,Монтажер,Актер;52, 1944 — 2014;;actors_usa/12669
10143;Олден Эренрайк;https://www.kinopoisk.ru/name/1217737;Актер;38, 2000 — 2024;Оппенгеймер,Жасмин,Дивный новый мир,Сверхъестественное,C.S.I. Место преступления;actors_usa/10143
22873;Майк Мизанин;https://www.kinopoisk.ru/name/1113544;Актер,Продюсер;310, 1993 — 2024;РестлМания 28,Сверхъестественное,WWE RAW,Ясновидец,WWE SmackDown;actors_usa/22873
52666;Рой Фаррис;https://www.kinopoisk.ru/name/60074;Актер;93, 1957 — 2021;WWE RAW,Луча Андеграунд;actors_usa/52666
25633;Дэн Донован;https://www.kinopoisk.ru/name/1183827;Актер;7, 2003 — 2016;Тихая гавань,Холм одного дерева;actors_usa/25633
2649;Джон Пеннелл;https://www.kinopoisk.ru/name/58695;Актер;28, 1972 — 2000;Параллельные миры,Джамп стрит, 21,Притворщик,Шелковые сети;actors_usa/2649
5093;Дэвид Духовны;https://www.kinopoisk.ru/name/41104;Актер,Режиссер,Продюсер,Сценарист;192, 1988 — 2023;Секретные материалы: Борьба за будущее,То, что мы потеряли,Тайны прошлого,Секрет,Чаплин,Секретные материалы,Блудливая Калифорния,Секретные материалы,Твин Пикс,Секс в большом городе;actors_usa/5093
48907;Мигель Маркес;https://www.kinopoisk.ru/name/2470115;;5;;actors_usa/48907
15154;Эффион Крокетт;https://www.kinopoisk.ru/name/569205;Актер,Сценарист,Продюсер,Режиссер;97, 1992 — 2024;Никогда не сдавайся,Значит, война,Чем мы заняты в тени,Лига,CSI: Место преступления Нью-Йорк,Клуб первых жен,Гостевая книга;actors_usa/15154
33899;Джуди Джоли;https://www.kinopoisk.ru/name/5434888;Актриса;8, 2010 — 2017;;actors_usa/33899
56631;Йен Нельсон;https://www.kinopoisk.ru/name/2432122;Актер,Режиссер,Сценарист,Продюсер;21, 1999 — 2022;Судья,Голодные игры,Лучшее во мне,Мыслить как преступник,Оборотень,Закон и порядок. Специальный корпус;actors_usa/56631
37666;Мэдисон Райли;https://www.kinopoisk.ru/name/1206325;Актриса;24, 2003 — 2015;Белый воротничок,Два с половиной человека,Элементарно,Долго и счастливо;actors_usa/37666
28075;Джеймс Бэдж Дейл;https://www.kinopoisk.ru/name/132664;Актер;64, 1990 — 2024;Дело храбрых,Прогулка,Отступники,Железный человек 3,Экипаж,Тихий океан,Кайфтаун,Рубикон,1923,24 часа;actors_usa/28075
7640;Matthew Scott Roren;https://www.kinopoisk.ru/name/1180825;Актер;4, 1997 — 2016;;actors_usa/7640
290;Кармен Лувана;https://www.kinopoisk.ru/name/1086866;Актриса;45, 1995 — 2022;;actors_usa/290
17774;Харольд Рэмис;https://www.kinopoisk.ru/name/14248;Сценарист,Актер,Режиссер,Продюсер;98, 1969 — 2024;День сурка,Охотники за привидениями,Охотники за привидениями 2,Анализируй это,Пес из Лас-Вегаса,Офис,Настоящие охотники за привидениями;actors_usa/17774
45019;Алекса Палладино;https://www.kinopoisk.ru/name/18107;Актриса,Композитор;47, 1987 — 2021;Улыбка Моны Лизы,Ирландец,Признайте меня виновным,Подпольная империя,Самый громкий голос,Сопрано,Остановись и гори,Элементарно;actors_usa/45019
41495;Райан Хансен;https://www.kinopoisk.ru/name/701906;Актер,Продюсер;104, 1997 — 2023;Золотой лед 2: В погоне за золотом,Вероника Марс,Две девицы на мели,Вероника Марс,Рик и Морти,Сплетница;actors_usa/41495
30905;Джефф Кроненвет;https://www.kinopoisk.ru/name/608712;Оператор,Режиссер;48, 1990 — 2025;Бойцовский клуб,Исчезнувшая,Девушка с татуировкой дракона,Социальная сеть,К-19,Рассказы из Петли;actors_usa/30905
20336;Джастин Уэйлин;https://www.kinopoisk.ru/name/55625;Актер;33, 1984 — 2009;Лоис и Кларк: Новые приключения Супермена,Чудесные годы,Чарльз в ответе,Волшебный мир Дисней,Изящный цветок;actors_usa/20336
10153;Тодд Флаэрти;https://www.kinopoisk.ru/name/2563798;Актер,Режиссер,Сценарист,Продюсер,Монтажер;4, 2013 — 2022;;actors_usa/10153
22880;Уоррен Битти;https://www.kinopoisk.ru/name/1792;Актер,Продюсер,Сценарист,Режиссер;159, 1947 — 2022;Бонни и Клайд,МакКейб и миссис Миллер,Багси,Великолепие в траве;actors_usa/22880
12682;Бойд Холбрук;https://www.kinopoisk.ru/name/1562174;Актер,Продюсер,Сценарист,Режиссер;61, 2001 — 2023;Логан,Исчезнувшая,Третий акт,Харви Милк,Нарко,Песочный человек,Большая буква «Р»,Хэтфилды и Маккои,Необычный детектив;actors_usa/12682
52672;Кендалл Дженнер;https://www.kinopoisk.ru/name/2784316;Актриса,Продюсер;66, 2008 — 2024;Семья Кардашьян,Гавайи 5.0;actors_usa/52672
25649;Сайлас Уэйр Митчелл;https://www.kinopoisk.ru/name/14068;Актер,Режиссер,Продюсер;99, 1991 — 2022;Части тела,Крысиные бега,Флаги наших отцов,Гримм,Побег,Декстер,Секретные материалы,Скорая помощь;actors_usa/25649
2654;Скай МакКоул Бартусяк;https://www.kinopoisk.ru/name/7415;Актриса,Продюсер,Режиссер;42, 1993 — 2013;Любовь приходит тихо,Патриот,Правила виноделов,Сильная женщина,Не говори ни слова,Блондинка,Доктор Хаус,Фрейзер,24 часа,C.S.I. Место преступления;actors_usa/2654
48911;Роберт Джонсон;https://www.kinopoisk.ru/name/610481;Сценарист;2, 2015 — 2019;;actors_usa/48911
5100;Лола Леда;https://www.kinopoisk.ru/name/5928777;Актриса;2, 2011 — 2014;;actors_usa/5100
56638;Бьянка Райан;https://www.kinopoisk.ru/name/697428;Актриса;9, 2005 — 2019;Двенадцатилетние;actors_usa/56638
33902;Кольт Адам Уайсс;https://www.kinopoisk.ru/name/3441447;Актер;1, 2014 — 2014;;actors_usa/33902
15157;Рита Уилсон;https://www.kinopoisk.ru/name/1381;Актриса,Продюсер,Режиссер;177, 1968 — 2023;Неспящие в Сиэттле,Мой ужасный сосед,История о нас,Если бы эти стены могли говорить,Простые сложности,Чёртова служба в госпитале Мэш,Детективное агентство «Лунный свет»,Хорошая жена,Фрейзер,1883;actors_usa/15157
37670;Стефани Ротман;https://www.kinopoisk.ru/name/177957;Сценарист,Режиссер,Продюсер,Директор фильма;12, 1965 — 1978;;actors_usa/37670
28090;Эрик Клоуз;https://www.kinopoisk.ru/name/117528;Актер,Режиссер,Продюсер;57, 1984 — 2022;Снайпер,Сейчас или никогда,Темные небеса,Похищенный,Без следа,Форс-мажоры;actors_usa/28090
297;Бен Аффлек;https://www.kinopoisk.ru/name/10620;Актер,Продюсер,Режиссер,Сценарист;265, 1972 — 2024;Умница Уилл Хантинг,Исчезнувшая,Перл-Харбор,Лига справедливости Зака Снайдера,Армагеддон,Город на холме,Корпорация;actors_usa/297
17794;Александра Брекенридж;https://www.kinopoisk.ru/name/35097;Актриса;67, 1995 — 2020;Желтая пресса,Виргин Ривер,Это мы,Хулиганы и ботаны,Ходячие мертвецы;actors_usa/17794
7645;Брианна Дэвис;https://www.kinopoisk.ru/name/605832;Актриса,Продюсер,Режиссер;60, 1998 — 2020;Красавцы,Отчаянные домохозяйки,Менталист,Вероника Марс,C.S.I. Место преступления;actors_usa/7645
41507;Danny Lutman;https://www.kinopoisk.ru/name/903637;Актер,Продюсер;12, 2004 — 2022;Гимнастки;actors_usa/41507
45037;Поли Шор;https://www.kinopoisk.ru/name/2025;Актер,Сценарист,Режиссер,Продюсер;147, 1982 — 2022;Зятек,Снова 18!,Красавцы,Полночные откровения,Остров фантазий,Джамп стрит, 21,Гавайи 5.0;actors_usa/45037
30911;Sadie Blake;https://www.kinopoisk.ru/name/5026913;Актриса;5, 2001 — 2015;;actors_usa/30911
52689;Дэн Амбойер;https://www.kinopoisk.ru/name/1485711;Актер,Продюсер;33, 1990 — 2022;В поле зрения,Следствие по телу,Гавайи 5.0,Юная,Без пары;actors_usa/52689
12686;Паула Прайс;https://www.kinopoisk.ru/name/435277;Актриса,Сценарист,Продюсер;6, 1963 — 2018;;actors_usa/12686
10159;Роб Боумен;https://www.kinopoisk.ru/name/41126;Режиссер,Продюсер,Актер;49, 1983 — 2018;Секретные материалы: Борьба за будущее,Секретные материалы,Звездный путь: Следующее поколение,Касл,Команда «А»,Новый день;actors_usa/10159
