id;name;link;specialization;films_years;description;path_to_folder
32470;Джон Сэвэдж;https://www.kinopoisk.ru/name/27457;Актер,Продюсер,Композитор;256, 1969 — 2023;Охотник на оленей,Волосы,Послание в бутылке,Сальвадор,Движение вверх,Темный ангел,Секретные материалы,Любовь вдовца,Твин Пикс,Грань;actors_usa/32470
27088;Шлитци;https://www.kinopoisk.ru/name/220587;Актер;5, 1928 — 1999;Уродцы;actors_usa/27088
9160;Тиффани Дюпон;https://www.kinopoisk.ru/name/481619;Актриса,Сценарист,Продюсер;46, 2000 — 2023;Брайан Бэнкс,Теория большого взрыва,Сверхъестественное,911 служба спасения,Университет,Касл;actors_usa/9160
55028;Трэйси Леттс;https://www.kinopoisk.ru/name/28674;Актер,Сценарист,Продюсер;56, 1988 — 2023;Ford против Ferrari,Август,Леди Бёрд,Маленькие женщины,Игра на понижение,Время побеждать: Расцвет династии Лейкерс,Развод,Побег,Родина,Сайнфелд;actors_usa/55028
39984;Сабрина Карпентер;https://www.kinopoisk.ru/name/2356974;Актриса,Композитор,Продюсер,Сценарист;85, 1999 — 2022;Чужая ненависть,Истории Райли,С приветом по планетам,Оранжевый — хит сезона,Закон и порядок. Специальный корпус,Остин и Элли;actors_usa/39984
6560;Майкл С. Холл;https://www.kinopoisk.ru/name/224374;Актер,Продюсер,Режиссер;95, 2001 — 2021;Час расплаты,Ночные игры,Декстер,Клиент всегда мертв,Декстер: Новая кровь,Декстер: Пробы пера,Безопасность;actors_usa/6560
4078;Райли Джейкобс;https://www.kinopoisk.ru/name/6544720;Актриса;2, 2001 — 2017;;actors_usa/4078
43648;Гленн Пламмер;https://www.kinopoisk.ru/name/17157;Актер,Режиссер,Продюсер,Сценарист;171, 1986 — 2024;Южный централ,Угроза для общества,Одаренная,Кровавый четверг,Скорость,На углу,Бесстыжие,Форс-мажоры,Декстер,Скорая помощь;actors_usa/43648
59024;Шеннон Брэдли;https://www.kinopoisk.ru/name/279545;Актриса,Сценарист;3, 1987 — 2005;;actors_usa/59024
1751;Мэрил Стрип;https://www.kinopoisk.ru/name/23100;Актриса,Продюсер,Сценарист;321, 1971 — 2023;Мосты округа Мэдисон,Крамер против Крамера,Охотник на оленей,Манхэттен,Выбор Софи,Большая маленькая ложь,Ангелы в Америке,Убийства в одном здании,Холокост,Симпсоны;actors_usa/1751
19278;Кейт Аррингтон;https://www.kinopoisk.ru/name/1072342;Актриса;23, 2004 — 2023;Ирландец,Время побеждать: Расцвет династии Лейкерс,Миллиарды,Наследники,Мейр из Исттауна,Хорошая жена;actors_usa/19278
51313;Дж. Холлидей;https://www.kinopoisk.ru/name/1685983;Актер;5, 2013 — 2021;;actors_usa/51313
29755;Шэрон Лоуренс;https://www.kinopoisk.ru/name/6583;Актриса,Продюсер;142, 1982 — 2021;Сплетня,Джо Пикетт,Волчье озеро,Бесстыжие,Анатомия страсти,Отчаянные домохозяйки;actors_usa/29755
24517;Саманта Хупс;https://www.kinopoisk.ru/name/4537336;Актриса;6, 2015 — 2021;;actors_usa/24517
21850;Майк Турси;https://www.kinopoisk.ru/name/1522791;Актер;4, 2008 — 2010;Гавайи 5.0;actors_usa/21850
36292;Криста Кэмпбелл;https://www.kinopoisk.ru/name/8495;Актриса,Продюсер;116, 1994 — 2024;Обитель проклятых,Телохранитель киллера,Без ума от любви,Грабь награбленное,Вечное лето,E! Правдивая голливудская история,Гриффины;actors_usa/36292
47336;Брэйди Смит;https://www.kinopoisk.ru/name/224249;Актер,Сценарист;79, 1994 — 2021;Человек на Луне,Новичок,Скорая помощь,Парки и зоны отдыха,Мыслить как преступник,Менталист;actors_usa/47336
16689;Кэтрин Хан;https://www.kinopoisk.ru/name/31708;Актриса,Продюсер,Сценарист;126, 1999 — 2024;Невероятная жизнь Уолтера Митти,Больше чем любовь,Как отделаться от парня за 10 дней,Отпуск по обмену,Капитан Фантастик,Я знаю, что это правда,Ванда/Вижн,Расследование Джордан,Типа счастье,Психиатр по соседству;actors_usa/16689
11643;Эмили Дешанель;https://www.kinopoisk.ru/name/105627;Актриса,Продюсер,Режиссер;66, 1989 — 2023;Мой ангел-хранитель,Игра по чужим правилам,Холодная гора,Человек-паук 2,Счастливый случай,Кости,Особняк «Красная роза»,Конь БоДжек,Новичок,По волчьим законам;actors_usa/11643
14122;Victoria Banxxx;https://www.kinopoisk.ru/name/4512855;Актриса;4, 2000 — 2017;;actors_usa/14122
32474;Дэвид Б. Ходжес;https://www.kinopoisk.ru/name/1514197;Актер;1, 2007 — 2007;;actors_usa/32474
27091;Сисили Роуз;https://www.kinopoisk.ru/name/6531028;Актриса;1, 2021 — 2021;;actors_usa/27091
55045;Нэнси Гран;https://www.kinopoisk.ru/name/104869;Актриса;38, 1963 — 2011;Вавилон 5,Касл,Рыцарь дорог,Частный детектив Магнум;actors_usa/55045
40003;Кэтрин ЛаНаса;https://www.kinopoisk.ru/name/88200;Актриса,Продюсер;85, 1989 — 2022;Недоумки,Кэти Кин,Типа моя жена,Доктор Хаус,Анатомия страсти,Скорая помощь;actors_usa/40003
4086;Мишель Херд;https://www.kinopoisk.ru/name/22536;Актриса;80, 1989 — 2023;Эш против Зловещих мертвецов,Скорая помощь,Милые обманщицы,Как избежать наказания за убийство,Сорвиголова;actors_usa/4086
6572;Джули Ньюмар;https://www.kinopoisk.ru/name/59469;Актриса;107, 1952 — 2018;Коломбо: Двойной удар,Золото Маккенны,Семь невест для семи братьев,Сумеречная зона,Звездный путь,Моя жена меня приворожила,Коломбо,Напряги извилины;actors_usa/6572
9170;Одетт Эннэйбл;https://www.kinopoisk.ru/name/86834;Актриса;59, 1990 — 2021;Отпуск по обмену,Трансформеры,Раш,Лучшая охрана,Расскажи мне сказку,Доктор Хаус,Банши;actors_usa/9170
43655;Эвелина Фернандез;https://www.kinopoisk.ru/name/51576;Актриса,Сценарист,Продюсер;27, 1979 — 2018;Коматозники,Морская полиция: Лос-Анджелес;actors_usa/43655
1766;Бриттани Каррен;https://www.kinopoisk.ru/name/567805;Актриса,Продюсер;46, 1973 — 2022;Испытание Акилы,Волшебники,Социо,Мыслить как преступник,Чикаго в огне,Акула;actors_usa/1766
19283;Кристофер Рив;https://www.kinopoisk.ru/name/95008;Актер,Продюсер,Режиссер,Сценарист;140, 1971 — 2023;Безумные подмостки,На исходе дня,Где-то во времени,Переключая каналы,Супермен,Фрейзер,Байки из склепа,Практика,Тайны Смолвиля,Дорога в Эйвонли;actors_usa/19283
51324;Джин Келли;https://www.kinopoisk.ru/name/106066;Актер,Режиссер,Продюсер,Сценарист;167, 1942 — 2022;Поющие под дождем,Пожнешь бурю,Поднять якоря,Хеллоу, Долли!,Так держать!,Север и Юг;actors_usa/51324
29760;Эрин Хизертон;https://www.kinopoisk.ru/name/2432192;Актриса;15, 2009 — 2016;Лига;actors_usa/29760
24522;Андреа Гэбриел;https://www.kinopoisk.ru/name/681652;Актриса,Сценарист,Продюсер,Композитор,Монтажер;45, 1987 — 2021;Доктор Хаус,Мыслить как преступник,Остаться в живых,Сплетница,Две девицы на мели;actors_usa/24522
36304;Брайан Бьянкини;https://www.kinopoisk.ru/name/558835;Актер;3, 2001 — 2002;;actors_usa/36304
59030;Джун Трэвис;https://www.kinopoisk.ru/name/194228;Актриса;32, 1935 — 1965;;actors_usa/59030
21862;Элизабет Мэтис;https://www.kinopoisk.ru/name/1141714;Актриса,Сценарист,Продюсер;18, 2000 — 2015;Неуправляемый,Зачарованная,Спаси меня,C.S.I.: Майами,Закон и порядок. Преступное намерение;actors_usa/21862
16695;Сози Бэйкон;https://www.kinopoisk.ru/name/663122;Актриса,Продюсер;36, 2004 — 2024;Мейр из Исттауна,Нарко: Мексика,Ищейка,13 причин почему;actors_usa/16695
47353;Джейк Черри;https://www.kinopoisk.ru/name/677408;Актер;25, 1999 — 2020;Ночь в музее,Доктор Хаус,Третья смена,Отчаянные домохозяйки,Мыслить как преступник,Кости;actors_usa/47353
11656;Эвер Кэрредин;https://www.kinopoisk.ru/name/2791;Актриса;74, 1993 — 2023;Джей и Молчаливый Боб наносят ответный удар,Всю мою жизнь,Женский клуб расследований убийств,Доктор Хаус,Бесстыжие,Новичок,Сверхъестественное;actors_usa/11656
32478;Дэнни Айелло;https://www.kinopoisk.ru/name/14316;Актер,Продюсер,Сценарист;145, 1972 — 2022;Леон,Пурпурная роза Каира,Лестница Иакова,Во власти Луны,Делай как надо,Последний дон,Последний дон 2,Saturday Night Live;actors_usa/32478
14125;Гари Перез;https://www.kinopoisk.ru/name/43680;Актер,Режиссер,Сценарист,Продюсер;79, 1956 — 2023;Свидетель против мафии,Сопрано,Третья смена,Обмани меня,Когда они нас увидят,Родина;actors_usa/14125
27107;Бриттни Лоуэр;https://www.kinopoisk.ru/name/1694690;Актриса,Режиссер,Сценарист,Продюсер;48, 1999 — 2022;Разделение,Кайф с доставкой,Мужчина ищет женщину,В Филадельфии всегда солнечно,Закон и порядок. Специальный корпус;actors_usa/27107
55065;Масхонд Ли;https://www.kinopoisk.ru/name/32698;Актер;27, 1984 — 2013;Джеймс Дин,Держись за меня,Теория заговора,Месть без предела,Завтра наступит сегодня,Ангел,Беверли-Хиллз 90210,Принц из Беверли-Хиллз;actors_usa/55065
40022;Джерни Смоллетт;https://www.kinopoisk.ru/name/8532;Актриса;70, 1987 — 2023;Большие спорщики,Второй шанс,Джек,Фишки. Деньги. Адвокаты,Доктор Хаус,Анатомия страсти,Скорая помощь,Огни ночной пятницы;actors_usa/40022
6581;Кристен Риттер;https://www.kinopoisk.ru/name/30111;Актриса,Продюсер,Режиссер,Сценарист;101, 1989 — 2024;El Camino: Во все тяжкие,Большие глаза,Убить Боно,Улыбка Моны Лизы,Однажды в Вегасе,Джессика Джонс,Любовь и смерть,Темное дитя: Отголоски,Не верь су*** из квартиры 23,Во все тяжкие;actors_usa/6581
4088;Патрик Суэйзи;https://www.kinopoisk.ru/name/9865;Актер,Продюсер;139, 1972 — 2022;Привидение,Грязные танцы,На гребне волны,Вонг Фу, с благодарностью за всё! Джули Ньюмар,Три желания,Север и Юг,Север и юг 2,Зверь,Копи царя Соломона,Чёртова служба в госпитале Мэш;actors_usa/4088
43662;Минни Рипертон;https://www.kinopoisk.ru/name/175485;Актриса;9, 1974 — 2011;;actors_usa/43662
9179;Нави Рават;https://www.kinopoisk.ru/name/228541;Актриса;38, 1999 — 2018;Дом из песка и тумана,4исла,Анатомия страсти,Касл,О.С. — Одинокие сердца,Правосудие;actors_usa/9179
1771;Робин Уильямс;https://www.kinopoisk.ru/name/20087;Актер,Сценарист,Продюсер,Режиссер;372, 1974 — 2023;Пробуждение,Общество мертвых поэтов,Умница Уилл Хантинг,Двухсотлетний человек,Август Раш,Сумасшедшие,Луи,Убойный отдел,Закон и порядок. Специальный корпус,Уилфред;actors_usa/1771
51339;Кайли Дэфер;https://www.kinopoisk.ru/name/555494;Актриса;26, 1999 — 2013;Флика,Война в доме,Как я встретил вашу маму,Сплетница,Кости,Акула;actors_usa/51339
19303;Холлэнд Роден;https://www.kinopoisk.ru/name/538511;Актриса,Продюсер;47, 2000 — 2023;Оборотень,Анатомия страсти,Мыслить как преступник,Остаться в живых,Сообщество;actors_usa/19303
24528;Дэн Фоглер;https://www.kinopoisk.ru/name/250267;Актер,Режиссер,Сценарист,Продюсер;94, 1999 — 2023;Фантастические твари и где они обитают,Рождение легенд,Кунг-фу Панда,Предложение,Тайны и ложь,Будь мужчиной,Ганнибал,Хорошая жена;actors_usa/24528
36320;Дженетт Голдстин;https://www.kinopoisk.ru/name/38360;Актриса;44, 1985 — 2022;Титаник,Терминатор 2: Судный день,Чужие,Смертельное оружие 2,Страх и ненависть в Лас-Вегасе,Скорая помощь,Клиент всегда мертв,24 часа,Секретный агент Макгайвер,Медиум;actors_usa/36320
59036;Томас Йен Гриффит;https://www.kinopoisk.ru/name/36701;Актер,Сценарист,Продюсер;38, 1964 — 2020;Три икса,Гримм,Виргин Ривер,Холм одного дерева,Кобра Кай,Ищейка;actors_usa/59036
21863;Лили Рейнхарт;https://www.kinopoisk.ru/name/2218325;Актриса,Продюсер;34, 1999 — 2022;Симпсоны,Закон и порядок. Специальный корпус;actors_usa/21863
16708;Мэй Уитман;https://www.kinopoisk.ru/name/3923;Актриса,Продюсер;163, 1994 — 2023;Один прекрасный день,Когда мужчина любит женщину,День независимости,Хорошо быть тихоней,Скотт Пилигрим против всех,Хорошие девчонки,Друзья,Анатомия страсти,Скорая помощь,Отчаянные домохозяйки;actors_usa/16708
47361;Майк Хикс;https://www.kinopoisk.ru/name/1369968;Актер,Сценарист,Продюсер,Режиссер,Оператор;5, 2002 — 2011;;actors_usa/47361
11659;Мелоди Ноэль;https://www.kinopoisk.ru/name/1855340;Актриса;15, 2010 — 2014;;actors_usa/11659
29761;Аарон Стэнфорд;https://www.kinopoisk.ru/name/31425;Актер,Продюсер;48, 1999 — 2024;Люди Икс 2,25-й час,Люди Икс: Последняя битва,Пропавший,Никита,Третья смена,Безумцы,Мир Дикого Запада;actors_usa/29761
14126;Клаудия Ли;https://www.kinopoisk.ru/name/2778189;Актриса;15, 2009 — 2021;Зои Харт из южного штата;actors_usa/14126
32492;Иксзибит;https://www.kinopoisk.ru/name/2030;Актер,Продюсер,Режиссер,Композитор,Сценарист;95, 1999 — 2025;Второй шанс,8 миля,Цена измены,Гавайи 5.0,Империя,C.S.I.: Майами,Американский папаша;actors_usa/32492
40034;Хьюи П. Ньютон;https://www.kinopoisk.ru/name/185425;;13, 2010 — 2016;;actors_usa/40034
55068;Майкл Терри;https://www.kinopoisk.ru/name/1215214;Актер,Продюсер,Сценарист;36, 2000 — 2021;Кости,Мыслить как преступник,Касл,Вероника Марс,Морская полиция: Спецотдел;actors_usa/55068
6586;Алан Мэрилл;https://www.kinopoisk.ru/name/610458;Актер,Композитор;11, 1998 — 2024;Джимми Киммел в прямом эфире;actors_usa/6586
4104;Дженна Прэсли;https://www.kinopoisk.ru/name/1245461;Актриса;124, 2001 — 2022;;actors_usa/4104
43666;Уна Лоуренс;https://www.kinopoisk.ru/name/2763461;Актриса;31, 2008 — 2020;Левша,Взрослеть на полную,Луи,Оранжевый — хит сезона,Закон и порядок. Специальный корпус;actors_usa/43666
9187;Майкл Уэйлен;https://www.kinopoisk.ru/name/625223;Композитор;57, 1972 — 2018;Биография;actors_usa/9187
1784;Том Брэйди;https://www.kinopoisk.ru/name/517952;Актер,Продюсер;67, 1989 — 2024;Красавцы,Симпсоны,Гриффины;actors_usa/1784
51340;Хода Котби;https://www.kinopoisk.ru/name/1713833;Актриса;59, 1987 — 2021;Закон и порядок. Специальный корпус,Юная,Студия 30,Умерь свой энтузиазм,Помадные джунгли;actors_usa/51340
19320;Николас Туртурро;https://www.kinopoisk.ru/name/50760;Актер,Продюсер,Режиссер,Сценарист;122, 1964 — 2023;Свидетель против мафии,Малкольм Икс,Всё или ничего,Лео,Третья смена,Белый воротничок,Однажды ночью,C.S.I. Место преступления,Закон и порядок. Специальный корпус;actors_usa/19320
24542;Билл Нанн;https://www.kinopoisk.ru/name/9392;Актер,Продюсер;74, 1981 — 2020;Легенда о пианисте,Чем заняться мертвецу в Денвере,Кое-что о Генри,Сестричка, действуй,Человек-паук,Завтра наступит сегодня,Тысячелетие;actors_usa/24542
36341;Полетт Годдар;https://www.kinopoisk.ru/name/115714;Актриса,Продюсер;75, 1929 — 2021;Новые времена,Женщины,Великий диктатор;actors_usa/36341
59055;Джули Хэгерти;https://www.kinopoisk.ru/name/23922;Актриса;99, 1969 — 2023;Безумные подмостки,Аэроплан,А как же Боб?,История о супружестве,Семья по-быстрому,Скорая помощь,C.S.I. Место преступления,Малкольм в центре внимания,Закон и порядок. Специальный корпус,Защитник;actors_usa/59055
21870;The Avett Brothers;https://www.kinopoisk.ru/name/1576437;Актер;23, 2019 — 2020;;actors_usa/21870
16720;OK Go;https://www.kinopoisk.ru/name/1220030;Актер,Режиссер,Композитор;30, 2002 — 2020;;actors_usa/16720
47370;Адам Ламберт;https://www.kinopoisk.ru/name/1092451;Актер,Композитор;107, 2006 — 2024;Хор;actors_usa/47370
11660;Рикки Филлипс;https://www.kinopoisk.ru/name/2355386;Актер;8, 1989 — 2013;;actors_usa/11660
32501;Эйприл Сноу;https://www.kinopoisk.ru/name/5819444;Актриса;6, 2009 — 2018;;actors_usa/32501
14138;Джошуа Даллас;https://www.kinopoisk.ru/name/1476434;Актер,Режиссер;38, 2000 — 2022;Пять,Тор,Зверополис,Однажды в сказке,Манифест,Доктор Кто,C.S.I. Место преступления,Гавайи 5.0;actors_usa/14138
29766;Алисса Джерати;https://www.kinopoisk.ru/name/2665522;Актриса;4, 2009 — 2019;Хор;actors_usa/29766
40037;Дороти Ли;https://www.kinopoisk.ru/name/359755;Актриса;32, 1924 — 1941;;actors_usa/40037
55074;Уильям А. Уильямс;https://www.kinopoisk.ru/name/371943;Актер;26, 1912 — 1919;;actors_usa/55074
4107;Адам Драйвер;https://www.kinopoisk.ru/name/1833677;Актер,Продюсер;93, 1985 — 2023;История о супружестве,Милая Фрэнсис,Последняя дуэль,Патерсон,Дом Gucci,Девочки,Необычный детектив,Закон и порядок. Специальный корпус,Закусочная Боба,Закон и порядок;actors_usa/4107
6601;Ева Лонгория;https://www.kinopoisk.ru/name/224069;Актриса,Продюсер,Режиссер,Сценарист;233, 1975 — 2024;Крутые времена,Секретная служба Санта-Клауса,Босс-молокосос 2,Отчаянные домохозяйки,Хроники пышки,Коварные горничные,Конь БоДжек,Saturday Night Live;actors_usa/6601
9190;Терренс Малик;https://www.kinopoisk.ru/name/20079;Продюсер,Сценарист,Режиссер,Актер,Композитор;49, 1969 — 2024;Lil Peep: всё для всех,Пустоши,Счастье на час,Грязный Гарри,Дни жатвы;actors_usa/9190
43670;Джина Уэст;https://www.kinopoisk.ru/name/4748816;Актриса;11, 2002 — 2018;;actors_usa/43670
51358;Дэйв Шаппелл;https://www.kinopoisk.ru/name/9101;Актер,Сценарист,Продюсер;114, 1981 — 2023;Дэйв Шаппелл: Хоть горшком назови,Бриллиантовый полицейский,Звезда родилась,Дэйв Шаппелл: Напоследок,Вам письмо,Доктор Кац,Большой ремонт;actors_usa/51358
1791;Джек Николсон;https://www.kinopoisk.ru/name/30056;Актер,Продюсер,Сценарист,Режиссер;206, 1955 — 2022;Пролетая над гнездом кукушки,Отступники,Пока не сыграл в ящик,Лучше не бывает,Несколько хороших парней,Биография;actors_usa/1791
19321;Люк Граймс;https://www.kinopoisk.ru/name/1075442;Актер;34, 2006 — 2023;Снайпер,Йеллоустоун,Братья и сестры,Настоящая кровь;actors_usa/19321
24549;Джонатан Беннетт;https://www.kinopoisk.ru/name/465939;Актер,Продюсер,Сценарист;101, 1984 — 2023;Всё возможно,Вероника Марс,Закон и порядок. Специальный корпус,Бостонская школа,Тайны Смолвиля,Пожарная часть 19;actors_usa/24549
36359;Джин Смарт;https://www.kinopoisk.ru/name/7041;Актриса,Продюсер;164, 1964 — 2022;Сама жизнь,Страна садов,Малыш,Дорога домой: Невероятное путешествие,Вавилон,Мейр из Исттауна,Скарлетт,Хитрости,Легион,Кто такая Саманта?;actors_usa/36359
59069;Мэтт Эмиг;https://www.kinopoisk.ru/name/2736755;Актер;10, 2013 — 2018;;actors_usa/59069
21881;Джастин Хартли;https://www.kinopoisk.ru/name/726685;Актер,Продюсер,Режиссер,Сценарист;72, 1984 — 2024;Это мы,Любовницы,Тайны Смолвиля,Доктор Эмили Оуэнс,Касл;actors_usa/21881
47377;Тамара Брэкстон;https://www.kinopoisk.ru/name/2430122;Актриса,Продюсер;51, 1987 — 2023;;actors_usa/47377
16730;Хорхе Гарсиа;https://www.kinopoisk.ru/name/24415;Актер,Продюсер;100, 1996 — 2023;Коломбо нравится ночная жизнь,Остаться в живых,Гавайи 5.0,Как я встретил вашу маму,Конь БоДжек,Блудливая Калифорния;actors_usa/16730
11666;Билл Пэкстон;https://www.kinopoisk.ru/name/985;Актер,Продюсер,Режиссер,Художник,Сценарист,Монтажер;165, 1975 — 2021;Грань будущего,Триумф,Правдивая ложь,Аполлон 13,Ю-571,Хэтфилды и Маккои,Большая любовь,Saturday Night Live,Биография,Фрейзер;actors_usa/11666
14146;Пол Гилфойл;https://www.kinopoisk.ru/name/6912;Актер,Продюсер;125, 1975 — 2024;Окончательный анализ,Секреты Лос-Анджелеса,Миссис Даутфайр,В центре внимания,Уолл-стрит,C.S.I. Место преступления,Джулия,Криминальная история,Миллион мелочей,Сейчас или никогда;actors_usa/14146
32521;Оуэн Хоук;https://www.kinopoisk.ru/name/888382;Актер;8, 2003 — 2014;;actors_usa/32521
40042;Генри Роллинз;https://www.kinopoisk.ru/name/1310;Актер,Сценарист,Композитор;191, 1982 — 2023;Погоня,Рок Апокалипсис,Схватка,Плохие парни 2,Шоссе в никуда,Конмэн,Сыны анархии,Блудливая Калифорния,Мистер Пиклз,Гавайи 5.0;actors_usa/40042
29771;Софи Тэтчер;https://www.kinopoisk.ru/name/4114664;Актриса,Продюсер;16, 2014 — 2023;Шершни,Книга Бобы Фетта,Полиция Чикаго,Медики Чикаго,Изгоняющий дьявола;actors_usa/29771
27122;Шон Эндрюс;https://www.kinopoisk.ru/name/40534;Актер,Продюсер;10, 1993 — 2012;;actors_usa/27122
4118;The Melvins;https://www.kinopoisk.ru/name/801700;Актер;6, 1996 — 2015;;actors_usa/4118
6620;Эд О’Росс;https://www.kinopoisk.ru/name/4491;Актер,Продюсер;98, 1956 — 2019;Универсальный солдат,Цельнометаллическая оболочка,Смертельное оружие,Клуб «Коттон»,Скрытые,Fallout: Красная звезда,Юристы Бостона,Детективное агентство «Лунный свет»,Морская полиция: Спецотдел,Сайнфелд;actors_usa/6620
9210;Боб Финкел;https://www.kinopoisk.ru/name/1187506;Продюсер,Режиссер,Сценарист;27, 1948 — 1996;;actors_usa/9210
55088;Кэм Хескин;https://www.kinopoisk.ru/name/13457;Актриса;22, 1996 — 2010;Поймай меня, если сможешь,Зачарованные,Ангел,CSI: Место преступления Нью-Йорк,Страсть;actors_usa/55088
43684;Морган Сэйлор;https://www.kinopoisk.ru/name/1508105;Актриса;19, 1999 — 2024;Тренер,Родина;actors_usa/43684
51359;Герард Дж. Рейс;https://www.kinopoisk.ru/name/30901;Актер;12, 1986 — 2012;Пираты Карибского моря: Проклятие Черной жемчужины,Пираты Карибского моря: Сундук мертвеца;actors_usa/51359
1806;Шелби Янг;https://www.kinopoisk.ru/name/666408;Актриса;72, 2001 — 2023;Социальная сеть,Оторва,Леди Баг и Супер-Кот: Пробуждение силы,Мармадюк,Лео,Кэрол и конец света,Аркейн,Мыслить как преступник,Все ненавидят Криса;actors_usa/1806
19333;Натали Хемби;https://www.kinopoisk.ru/name/4003396;Композитор;14, 2009 — 2020;;actors_usa/19333
24560;Роберт МакЭти;https://www.kinopoisk.ru/name/1157472;Актер,Композитор,Продюсер,Режиссер,Сценарист;24, 2002 — 2024;Две девицы на мели;actors_usa/24560
36363;Jaiyah Saelua;https://www.kinopoisk.ru/name/3653465;;1;;actors_usa/36363
59076;Фредрик Лене;https://www.kinopoisk.ru/name/14233;Актер,Режиссер,Сценарист,Продюсер,Композитор;163, 1976 — 2024;Темный рыцарь: Возрождение легенды,Люди в чёрном,Будучи там,Величайший шоумен,Воздушная тюрьма,Йеллоустоун,Светлячок,Сверхъестественное,Секретные материалы,Скорая помощь;actors_usa/59076
47393;Майкл Дж. Андерсон;https://www.kinopoisk.ru/name/50131;Актер;49, 1975 — 2014;Малхолланд Драйв,Малхолланд Драйв,В супе,Твин Пикс: Вырезанные сцены,Твин Пикс: Сквозь огонь,Карнавал,Твин Пикс,Секретные материалы,Зачарованные,Звездный путь: Дальний космос 9;actors_usa/47393
21882;Тристин Мейс;https://www.kinopoisk.ru/name/1136215;Актриса,Продюсер;32, 1996 — 2023;Служба новостей,Все ненавидят Криса,Дневники вампира,Их перепутали в роддоме,Шпионка;actors_usa/21882
16753;Грета Гервиг;https://www.kinopoisk.ru/name/971257;Актриса,Сценарист,Режиссер,Продюсер;91, 2006 — 2025;Маленькие женщины,Милая Фрэнсис,Блюдо и ложка,Женщины ХХ века,Леди Бёрд,Проект Минди,Портландия;actors_usa/16753
11686;Роберт Шон Леонард;https://www.kinopoisk.ru/name/47984;Актер;56, 1986 — 2022;Общество мертвых поэтов,Дети свинга,Много шума из ничего,Пленка,Доктор Хаус,Позолоченный век,Хороший доктор,Хорошая жена,Первая леди;actors_usa/11686
14150;Сабина Руж;https://www.kinopoisk.ru/name/5434821;Актриса;9, 2009 — 2020;;actors_usa/14150
32526;Дарлен Кэйтс;https://www.kinopoisk.ru/name/109273;Актриса;8, 1992 — 2019;Что гложет Гилберта Грейпа;actors_usa/32526
40054;Андре Джеймс;https://www.kinopoisk.ru/name/1540080;Актер,Сценарист,Продюсер;7, 2000 — 2023;;actors_usa/40054
29782;Хэйли Дафф;https://www.kinopoisk.ru/name/224345;Актриса,Продюсер,Режиссер,Сценарист;108, 1994 — 2023;Третья смена,Новая Жанна Д`Арк,Бостонская школа;actors_usa/29782
4120;Майкл Кламан;https://www.kinopoisk.ru/name/4418139;Актер,Режиссер,Продюсер,Сценарист,Монтажер;16, 2016 — 2021;Американская история преступлений;actors_usa/4120
6621;Тара Рид;https://www.kinopoisk.ru/name/296;Актриса,Продюсер,Режиссер;144, 1987 — 2025;Король вечеринок,Жестокие игры,Большой Лебовски,Американский пирог,Американский пирог: Все в сборе,Клиника,Пацаны,Призраки,E! Правдивая голливудская история;actors_usa/6621
27125;Джереми Шэда;https://www.kinopoisk.ru/name/605152;Актер;53, 2003 — 2023;Вот я какой,Время приключений: Фиона и Кейк,Джули и призраки,Скорая помощь,Остаться в живых,Части тела;actors_usa/27125
51360;Исмаэль Питер Касильяс III;https://www.kinopoisk.ru/name/1764431;Актер;32, 1999 — 2016;Луи,Кайф с доставкой,Закон и порядок. Преступное намерение;actors_usa/51360
1809;Иэн Сомерхолдер;https://www.kinopoisk.ru/name/42367;Актер,Продюсер,Режиссер;90, 1996 — 2023;Сладкая парочка,Жизнь как дом,Дневники вампира,Молодые американцы,Остаться в живых,Сейчас или никогда,C.S.I. Место преступления;actors_usa/1809
9211;Эшли Тисдейл;https://www.kinopoisk.ru/name/51135;Актриса,Продюсер;174, 1990 — 2023;Классный мюзикл: Выпускной,Классный мюзикл,Классный мюзикл: Каникулы,Донни Дарко,Финес и Ферб: Покорение второго измерения,Финес и Ферб,Адские кошки,Сыны анархии,Непослушные родители,Зачарованные;actors_usa/9211
55123;Рико Родригес;https://www.kinopoisk.ru/name/1138513;Актер;74, 2002 — 2020;Американская семейка,Скорая помощь,Морская полиция: Спецотдел,Меня зовут Эрл,Части тела;actors_usa/55123
24562;Эбби Сомерс;https://www.kinopoisk.ru/name/6731417;Актриса;2, 2001 — 2017;;actors_usa/24562
43690;Джейк Адамс;https://www.kinopoisk.ru/name/4559987;Актер;16, 2007 — 2020;;actors_usa/43690
19339;Зак Макгоуэн;https://www.kinopoisk.ru/name/1091454;Актер,Сценарист,Продюсер;54, 1999 — 2022;Черные паруса,Бесстыжие,Ходячие мертвецы,Следствие по телу,Закон и порядок. Специальный корпус;actors_usa/19339
59087;Catherine Langlas;https://www.kinopoisk.ru/name/1216114;Актриса;3, 2001 — 2017;Клиника;actors_usa/59087
36373;Джейби Тадена;https://www.kinopoisk.ru/name/963667;Актер,Продюсер;27, 2003 — 2023;Райя и последний дракон,Анатомия страсти,Мыслить как преступник,Морская полиция: Спецотдел,Американская история ужасов,Мир Дикого Запада;actors_usa/36373
21891;Эрик Холленбек;https://www.kinopoisk.ru/name/1508618;Продюсер,Актер;13, 2008 — 2023;;actors_usa/21891
11690;Нед Джарретт;https://www.kinopoisk.ru/name/1269206;Актер;6, 1973 — 2014;;actors_usa/11690
